Binomial,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Saxicola_tectes,EU421119,NA,EU190948,NA,NA,NA,NA,NA,NA,NA
Saxicola_torquatus,DQ285437,FJ657470,EU190953,FJ657494,NA,NA,NA,NA,HM633658,HM633787
Saxicoloides_fulicatus,HM633377,NA,GU358823,NA,NA,NA,NA,GU359029,GU358764,GU358894
Sayornis_nigricans,AF447612,DQ434059,AF447639,AF447666,FJ501742,NA,NA,EU231728,EU231826,EU231929
Sayornis_phoebe,AF447614,DQ434060,AF447641,AF447667,NA,NA,NA,NA,NA,NA
Sayornis_saya,AF447616,AY666216,AF447643,AF447670,NA,NA,NA,NA,NA,NA
Scelorchilus_rubecula,NA,FJ028244,NA,NA,FJ461220,NA,EU479655,GQ925889,GQ925904,GQ925872
Scenopoeetes_dentirostris,U10113,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schiffornis_major,EF458571,EF458612,EF458528,NA,NA,NA,NA,NA,NA,NA
Schiffornis_turdina,FJ899403,EF458580,EF458489,AY489526,AY443330,NA,AY489428,EU231648,EU231746,EU231847
Schiffornis_virescens,AF453816,EF458610,EF458527,NA,AF453800,NA,NA,AY336574,AY338741,DQ435501
Schistes_geoffroyi,NA,NA,AY830521,NA,NA,NA,AY830672 - Bfib intron 7,NA,NA,GU167077
Schistochlamys_melanopis,AY383102,NA,AY383175,NA,NA,NA,NA,NA,NA,NA
Schistochlamys_ruficapillus,EU647991,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schistocichla_leucostigma,AY676968,NA,AY921118,AY921132,NA,NA,NA,AY677065,AY677015,NA
Schistocichla_saturata,NA,NA,NA,AY921161,NA,NA,NA,NA,NA,NA
Schistocichla_schistacea,EF639984,NA,AY921131,EF640118,NA,EF639917,NA,NA,NA,NA
Schizoeaca_fuliginosa,GQ140101,NA,NA,NA,NA,GQ140157,NA,GQ140204,GQ140227,GQ140067
Schizoeaca_harterti,AY998189,NA,NA,NA,NA,EF212069,NA,AY998207,AY998226,EF212116
Schizoeaca_helleri,NA,NA,NA,NA,FJ461114,NA,NA,NA,NA,NA
Schoenicola_brevirostris,NA,NA,NA,NA,AY799821,NA,NA,NA,NA,NA
Schoeniophylax_phryganophilus,AY998191,FJ028249,NA,NA,FJ461115,EF212070,NA,AY998209,AY998228,EF212117
Scissirostrum_dubium,NA,EF484194,EF468164,NA,DQ466805,EF468302,EF471821,NA,DQ466840,NA
Sclateria_naevia,AY676967,NA,EF640052,EF640119,FJ461198,EF639918,NA,AY677064,AY677014,NA
Francolinus_africanus,AM236897,NA,AF222550,NA,NA,NA,NA,NA,NA,NA
Francolinus_finschi,AM236896,NA,DQ768290,NA,NA,NA,NA,NA,NA,NA
Francolinus_levaillantii,EF571184,NA,DQ768292,NA,NA,NA,NA,NA,NA,NA
Francolinus_levaillantoides,U90644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Francolinus_shelleyi,AM236898,NA,DQ768295,NA,NA,NA,NA,NA,NA,NA
Sclerurus_guatemalensis,NA,NA,FJ175821,NA,NA,NA,NA,NA,NA,NA
Sclerurus_mexicanus,AY590049,NA,GQ906710,AY489541,FJ461150,GQ140133,AY489443,NA,AY590059,GQ140043
Sclerurus_scansor,AY065715,NA,NA,NA,AY065744,EF212071,NA,NA,AY065772,EF212118
Scolopax_minor,DQ986966,DQ434061,AY274072,AF076304,EF373207,NA,NA,NA,NA,NA
Scolopax_rusticola,AF172384,EF515751,NA,NA,AY228802,NA,EF552782 - intron 7,NA,NA,EF552740
Scotocerca_inquieta,AF139826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_affinis,AY755640,NA,GU325816,NA,NA,NA,NA,NA,NA,NA
Scytalopus_argentifrons,AY755636,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_atratus,AY755632,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_canus,AY755639,NA,EU479680,NA,NA,NA,EU479648,NA,NA,NA
Scytalopus_femoralis,U06160,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_fuscus,AY755645,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_griseicollis,AY755638,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_iraiensis,EU479691,NA,EU479685,NA,NA,NA,EU479646,FJ183842,NA,NA
Scytalopus_latebricola,U06171,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_latrans,AY755646,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_magellanicus,X60945,FJ028252,EU479679,NA,AY443331,EU739324,AY489458,NA,EU740040,NA
Scytalopus_micropterus,AY755633,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_novacapitalis,EU479690,NA,EU479674,NA,NA,NA,EU479643,EU479659,NA,NA
Scytalopus_parvirostris,NA,NA,NA,NA,NA,NA,NA,GQ925884,GQ925899,GQ925866
Scytalopus_schulenbergi,U35089,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_speluncae,EU479687,NA,EU479668,NA,NA,NA,FJ183819,EU479657,GQ925900,GQ925867
Scytalopus_spillmanni,AY065716,NA,NA,NA,AY065745,NA,NA,NA,AY065773,GQ925868
Scytalopus_superciliaris,AY755650,FJ028257,GU325817,NA,NA,NA,NA,GQ925887,GQ925902,GQ925870
Scytalopus_unicolor,U35080,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_vicinior,AY755635,NA,EU479681,NA,NA,NA,EU479653,NA,NA,NA
Scytalopus_zimmeri,AY755641,NA,NA,NA,NA,NA,NA,GQ925886,GQ925901,GQ925869
Scythrops_novaehollandiae,AF204984,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Seicercus_affinis,AY635063,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_burkii,AY635065,NA,NA,NA,NA,NA,NA,NA,DQ008553,NA
Seicercus_castaniceps,AY887680,NA,NA,NA,NA,NA,NA,NA,AY887724,NA
Seicercus_grammiceps,AY635068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_montis,AY635073,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_omeiensis,AY635078,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_poliogenys,AY635079,NA,NA,NA,NA,NA,NA,NA,AY887725,NA
Seicercus_soror,AY635082,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_tephrocephalus,AY635085,NA,NA,NA,NA,NA,NA,HQ706301,HQ706260,HQ706339
Seicercus_valentini,AY635087,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_whistleri,AY635077,NA,NA,NA,NA,NA,NA,NA,AY887726,NA
Seiurus_aurocapilla,AF383007,DQ434733,AF383123,NA,NA,GU931936,AY082419,NA,GU932257,NA
Seiurus_motacilla,AY216856,DQ433175,AY650202,NA,NA,GU931937,NA,NA,GU932258,NA
Seiurus_noveboracensis,AF383001,DQ434740,AF383117,NA,NA,GU931938,NA,NA,GU932259,EU325830
Selasphorus_flammula,NA,NA,EU042589,NA,NA,NA,EU042424 extraction (reversed),NA,NA,NA
Selasphorus_platycercus,AY275864,DQ434064,AY830522,NA,NA,NA,AY830673 - Bfib intron 7,NA,NA,NA
Selasphorus_rufus,NA,DQ434066,EU042590,NA,NA,NA,EU042425 extraction (reversed),NA,NA,NA
Selasphorus_sasin,NA,DQ434067,NA,NA,NA,NA,NA,NA,NA,NA
Selenidera_gouldii,AF123518,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selenidera_maculirostris,AF100552,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selenidera_piperivora,AY661372,AY661371,NA,NA,NA,NA,NA,AY661400,NA,NA
Selenidera_reinwardtii,AY959829,NA,AY959856,NA,NA,NA,AY279263 - beta fibrinogen intron 7,NA,NA,NA
Selenidera_spectabilis,AF123517,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seleucidis_melanoleucus,U15202,NA,NA,NA,NA,NA,NA,GQ334322,NA,GQ334287
Semioptera_wallacii,GQ334250,NA,NA,NA,NA,NA,NA,GQ334321,NA,GQ334286
Semnornis_frantzii,GQ458000,GQ457983,GQ458014,NA,NA,NA,NA,NA,NA,NA
Semnornis_ramphastinus,GQ458001,GQ457984,GQ458015,NA,NA,NA,AY279258 - beta fibrinogen intron 7,NA,NA,NA
Sephanoides_fernandensis,U90118,NA,U85719,NA,NA,NA,EU042426 extraction (reversed),NA,NA,NA
Sephanoides_sephaniodes,U90116,FJ028260,U85720,NA,NA,NA,EU042427 (reversed),NA,NA,NA
Sericornis_citreogularis,U22042,GU825763,GU825881,NA,GU825815,NA,NA,NA,NA,NA
Sericornis_frontalis,AF197849,NA,AY488323,NA,GU825816,AY488480,NA,NA,FJ821106,NA
Sericornis_keri,U22039,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericornis_magnirostra,U22038,GU825764,GU825883,NA,NA,NA,NA,NA,NA,NA
Sericornis_nouhuysi,NA,GU825789,GU825909,NA,NA,NA,NA,NA,NA,NA
Sericornis_papuensis,NA,GU825788,GU825908,NA,NA,NA,NA,NA,NA,NA
Sericornis_perspicillatus,AY488400,GU825765,AY488324,NA,NA,AY488481,NA,NA,NA,NA
Sericossypha_albocristata,AF006251,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericulus_aureus,EU341390,NA,EU341434,NA,EU341463,NA,EU341406,EU341418,NA,EU341449
Sericulus_bakeri,EU341393,NA,EU341437,NA,EU341464,NA,EU341407,EU341420,NA,EU341451
Sericulus_chrysocephalus,U10365,NA,EU341427,NA,EU341456,NA,EU341401,EU341414,NA,EU341445
Serilophus_lunatus,NA,NA,NA,NA,DQ320614,DQ320603,NA,AY336594,AY338738,DQ785970
Serinus_alario,L76276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_albogularis,L78705,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_atrogularis,L76267,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_burtoni,AY790896,NA,NA,EU881022,NA,NA,NA,NA,EU878752,NA
Serinus_canaria,AY914132,EU621662,EU327666,NA,NA,NA,NA,NA,NA,NA
Serinus_canicollis,L78706,NA,NA,EU881026,NA,NA,NA,NA,EU878718,NA
Serinus_capistratus,NA,NA,NA,EU881052,NA,NA,NA,NA,EU878742,NA
Serinus_citrinelloides,L77555,NA,NA,EU881036,NA,NA,NA,NA,EU878748,NA
Serinus_citrinipectus,L78707,NA,NA,EU881025,NA,NA,NA,NA,EU878717,NA
Serinus_dorsostriatus,L76278,NA,NA,EU881031,NA,NA,NA,NA,EU878723,NA
Serinus_flaviventris,L76280,NA,NA,EU881040,NA,NA,NA,NA,EU878732,NA
Serinus_flavivertex,AY790897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_gularis,L77556,NA,NA,EU881041,NA,NA,NA,NA,NA,NA
Serinus_hypostictus,NA,NA,NA,EU881039,NA,NA,NA,NA,EU878731,NA
Serinus_leucopygius,AY491532,NA,NA,EU881060,NA,NA,NA,NA,EU878750,NA
Serinus_mozambicus,AY495385,NA,NA,EU881017,NA,NA,AY494563 - fib intron 7,NA,EU878713,NA
Serinus_pusillus,L77873,GQ482640,NA,EU881051,NA,NA,NA,NA,EU878741,NA
Serinus_reichardi,NA,NA,NA,EU881043,NA,NA,NA,NA,EU878734,NA
Serinus_scotops,AY790894,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_serinus,L76263,NA,AF447305,EU881048,NA,NA,NA,NA,EU878739,NA
Serinus_striolatus,L77557,NA,NA,EU881037,NA,NA,NA,NA,EU878729,NA
Serinus_sulphuratus,L76294,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_thibetanus,L76279,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_totta,AY790892,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_whytii,NA,NA,NA,EU881035,NA,NA,NA,NA,EU878727,NA
Serpophaga_cinerea,NA,NA,EF501933,NA,FJ501744,NA,NA,NA,NA,NA
Serpophaga_hypoleuca,NA,NA,EF501956,NA,NA,NA,NA,NA,NA,NA
Serpophaga_munda,NA,NA,EF501935,NA,NA,EF501856,NA,EU231682,EU231780,EU231883
Serpophaga_nigricans,NA,NA,EF501919,NA,NA,EF501885,NA,NA,NA,NA
Serpophaga_subcristata,DQ435460,FJ028263,EF501914,NA,DQ435514,EF501846,NA,DQ435475,DQ435527,DQ435502
Setophaga_ruticilla,AF383008,AY666217,AF383124,AY969002,NA,EU815718,NA,NA,GU932298,EU325831
Setornis_criniger,NA,NA,DQ402221,DQ402282,NA,NA,DQ402355 (reversed),NA,NA,NA
Sheppardia_aequatorialis,AY206937,NA,AF292659,NA,NA,AY167237 (reversed),NA,NA,HM633660,HM633789
Sheppardia_aurantiithorax,AY167217,NA,FN546906,NA,NA,AY167230,NA,NA,NA,NA
Sheppardia_bocagei,AY206946,NA,FN546907,NA,NA,NA,NA,NA,NA,NA
Sheppardia_cyornithopsis,AF136723,NA,AF292672,NA,NA,AY167238 (reversed),NA,GU359030,GU358765,GU358895
Sheppardia_gabela,AY206936,NA,FN546910,NA,NA,NA,NA,NA,NA,NA
Sheppardia_gunningi,AY206941,NA,AF292665,NA,NA,AY206892,NA,NA,NA,NA
Sheppardia_lowei,AY167220,NA,AF292656,NA,NA,AY167233 (reversed),NA,NA,NA,NA
Sheppardia_montana,AY167225,NA,AF292673,NA,NA,AY167235 (reversed),NA,NA,NA,NA
Sheppardia_sharpei,AY206933,NA,AF292671,NA,NA,AY206890,NA,NA,NA,NA
Sialia_currucoides,AY752400,DQ434069,AY752358,NA,NA,NA,NA,NA,NA,NA
Sialia_mexicana,DQ463684,DQ434074,AY752359,NA,NA,NA,AY082417,NA,NA,NA
Sialia_sialis,AY049488,DQ434743,AY049510,NA,AY320001,NA,AY049465 - beta-fibrinogen intron 7 (reversed),GU359031,GU358766,HM633791
Sicalis_flaveola,AY491528,FJ028270,NA,NA,NA,NA,NA,NA,NA,NA
Sicalis_lutea,EU647921,NA,EU647956,NA,NA,NA,NA,NA,NA,NA
Sicalis_luteocephala,NA,FJ028272,NA,NA,NA,NA,NA,NA,NA,NA
Sicalis_luteola,AF489893,FJ028277,EU647957,NA,NA,NA,NA,NA,NA,NA
Sicalis_olivascens,EF529988,FJ028284,EF529874,NA,NA,NA,NA,NA,NA,NA
Sigelus_silens,HM633327,NA,DQ125984,NA,NA,NA,NA,NA,DQ125957,HM633745
Simoxenops_ucayalae,GQ140087,NA,NA,NA,FJ461143,GQ140134,NA,GQ140191,GQ140213,GQ140044
Siphonorhis_brewsteri,GU586688,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siptornis_striaticollis,GQ140108,NA,NA,NA,FJ461130,NA,NA,NA,NA,NA
Siptornopsis_hypochondriaca,GQ140102,NA,NA,NA,NA,GQ140158,NA,GQ140205,GQ140228,GQ140068
Sirystes_sibilator,NA,EU232974,NA,NA,FJ501746,NA,NA,EU231702,EU231800,EU231903
Sitta_canadensis,U63402,DQ434090,DQ219776,NA,NA,NA,NA,NA,NA,NA
Sitta_carolinensis,U63398,DQ434745,EF108559,NA,AY443332,NA,AY082421,NA,NA,NA
Sitta_europaea,DQ792801,GQ482653,DQ219728,NA,AY064272,EU680686,NA,NA,AY064257,EU680765
Sitta_frontalis,U63400,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_himalayensis,U63399,NA,DQ219780,NA,NA,NA,NA,NA,NA,NA
Sitta_krueperi,U63405,GQ482656,DQ219777,NA,NA,NA,NA,NA,NA,NA
Sitta_ledanti,U63406,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_neumayer,NA,FJ465360,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_pusilla,DQ153995,DQ434093,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_pygmaea,DQ153989,DQ434097,DQ219778,NA,AY057030,NA,NA,NA,NA,NA
Sitta_tephronota,NA,FJ465364,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_villosa,U63403,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_whiteheadi,U63404,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sittasomus_griseicapillus,AY065714,GU215383,AF045763,AY089894,AY065743,GQ140121,NA,NA,AY065771,GQ140031
Skutchia_borbae,FJ804573,NA,FJ804585,NA,NA,NA,NA,NA,NA,NA
Smicrornis_brevirostris,AF129213,GU825780,NA,NA,GU825829,NA,NA,NA,NA,NA
Smithornis_capensis,NA,NA,NA,NA,DQ320608,DQ320600,NA,DQ785929,DQ786004,DQ785971
Smithornis_rufolateralis,AY065727,NA,NA,AY489515,AY057031,EU739201,AY489415,AY336589,AY065789,DQ785972
Smithornis_sharpei,NC_000879,NC_000879,NC_000879,NC_000879,NA,NA,NA,NA,NA,NA
Snowornis_cryptolophus,DQ470502,NA,NA,NA,FJ501747,NA,NA,DQ470538,DQ470565,NA
Snowornis_subalaris,DQ470504,NA,DQ363979,NA,NA,NA,NA,DQ470539,DQ470566,NA
Somateria_fischeri,AY244331,DQ434100,NA,NA,NA,NA,NA,NA,NA,NA
Somateria_mollissima,AF515264,DQ434747,AF515268,NA,NA,NA,NA,NA,NA,NA
Somateria_spectabilis,AY124080,DQ434104,EU585725,NA,NA,NA,NA,NA,NA,NA
Spartonoica_maluroides,GQ140103,FJ028294,NA,NA,FJ461112,GQ140159,NA,GQ140206,GQ140229,GQ140069
Speculanas_specularis,AF059090,NA,AF059150,NA,NA,NA,NA,NA,NA,NA
Speculipastor_bicolor,NA,EF484174,EF468219,NA,NA,EF468282,EF471801,NA,NA,NA
Speirops_brunneus,NA,NA,FJ460821,FJ460889,NA,NA,NA,NA,NA,NA
Speirops_lugubris,DQ328403,NA,NA,DQ328503,FJ358132,NA,NA,FJ357897,FJ357966,FJ358066
Speirops_melanocephalus,NA,NA,FJ460822,FJ460890,NA,NA,NA,NA,NA,NA
Spelaeornis_chocolatinus,AF484881,NA,DQ861982,NA,FJ358133,NA,NA,GU724421,FJ357967,FJ358067
Spermophaga_haematina,NA,NA,AY323576,NA,NA,NA,NA,NA,NA,NA
Sphecotheres_vieilloti,FJ499011,NA,GQ901761,GQ901731,FJ821075,NA,NA,GQ901790,FJ821107,GQ901707
Sphecotheres_viridis,NA,NA,NA,NA,AY443333,NA,NA,NA,NA,NA
Spheniscus_demersus,DQ137217,EU525504,GQ354790,AY567929,DQ137238,NA,EF552784,NA,NA,EF552742
Spheniscus_humboldti,DQ137220,DQ137180,GQ354793,AY567930,AF143734,NA,DQ881996,NA,DQ881875,DQ881781
Spheniscus_magellanicus,DQ137218,EU525505,GQ354791,NA,DQ137239,NA,NA,NA,NA,NA
Spheniscus_mendiculus,DQ137219,DQ137179,NA,NA,DQ137240,NA,NA,NA,NA,NA
Sphenoeacus_afer,NA,NA,DQ125991,NA,AY799822,EU680687,NA,NA,DQ125969,EU680766
Sphyrapicus_nuchalis,DQ479256,DQ434110,DQ479166,NA,NA,NA,DQ479225,NA,NA,NA
Sphyrapicus_ruber,NA,DQ434117,DQ361285,NA,NA,NA,DQ352413,NA,DQ352434,NA
Sphyrapicus_thyroideus,NA,DQ434120,NA,NA,NA,NA,NA,NA,NA,NA
Sphyrapicus_varius,U89193,DQ434123,NA,AF076370,NA,NA,AF240020,NA,NA,NA
Spiloptila_clamans,DQ008495,NA,NA,NA,NA,NA,NA,NA,DQ008546,NA
Spilornis_cheela,AY987250,NA,DQ660379,DQ537481,EF078758,NA,NA,NA,NA,NA
Spilornis_elgini,AY987248,NA,AY987067,NA,NA,NA,NA,NA,NA,NA
Spilornis_holospilus,AY987249,NA,AY987068,NA,NA,NA,NA,NA,NA,NA
Spilornis_rufipectus,AY987251,NA,AY987070,NA,NA,NA,NA,NA,NA,NA
Spindalis_dominicensis,HM222443,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spindalis_zena,AF383018,AF383096,AF383134,NA,NA,GU932033,NA,NA,GU932354,NA
Spiza_americana,EF530028,DQ433189,AF290110,NA,NA,NA,NA,NA,NA,NA
Spizaetus_isidori,AJ812238,NA,AY987099,NA,EF078751,NA,AY987193 - intron 7,NA,NA,NA
Spizaetus_melanoleucus,AJ604505,NA,AY987097,NA,EF078761,NA,AY987191 - intron 7,NA,NA,NA
Spizaetus_ornatus,AJ604508,NA,AY987098,NA,EF078760,NA,AY987192 - intron 7,NA,NA,NA
Spizaetus_tyrannus,AJ604510,NA,AY987096,NA,AJ601466,NA,AY987190 - intron 7,NA,NA,NA
Spizella_arborea,U26190,DQ434755,AY138925,NA,NA,NA,NA,NA,NA,NA
Spizella_atrogularis,U26191,DQ433192,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_breweri,AF118234,DQ434135,AF290121,NA,NA,NA,NA,NA,NA,NA
Spizella_pallida,AF118231,DQ434761,FJ547320,NA,NA,NA,NA,NA,NA,NA
Spizella_passerina,AF255710,AY666225,FJ547319,NA,NA,NA,NA,NA,NA,NA
Spizella_pusilla,EF529933,DQ434767,EF529824,NA,NA,NA,NA,NA,NA,EU325840
Spizella_wortheni,HQ263414,HQ263431,HQ263432,NA,NA,NA,NA,NA,NA,NA
Spiziapteryx_circumcincta,U83312,NA,NA,NA,AY461410,NA,NA,NA,NA,NA
Spizixos_semitorques,NA,FJ661100,DQ402244,DQ402305,NA,GQ242031,DQ402356 (reversed),NA,GQ242098,GQ242134
Spizocorys_sclateri,AY165170,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_americana,AF310054,NA,FJ176151,NA,NA,NA,NA,NA,NA,NA
Sporophila_bouvreuil,AY387414,GU070599,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_caerulescens,AY387416,FJ028298,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_castaneiventris,AF310056,GU070583,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_cinnamomea,AY387421,FJ028305,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_collaris,AF489895,FJ028306,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_corvina,GU215336,NA,GU215419,NA,NA,NA,NA,NA,NA,NA
Sporophila_falcirostris,AY387425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_hypochroma,AY387427,FJ028311,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_hypoxantha,AY387429,FJ028312,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_intermedia,EU647922,NA,EU647958,NA,NA,NA,NA,NA,NA,NA
Sporophila_leucoptera,AY387431,FJ028316,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_luctuosa,AY387432,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_melanogaster,AY387433,GU070605,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_minuta,GU215338,DQ434138,GU215420,NA,NA,NA,NA,NA,NA,NA
Sporophila_nigricollis,GU215339,NA,FJ799852,NA,NA,NA,NA,NA,NA,NA
Sporophila_nigrorufa,NA,GU070612,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_palustris,AY387438,FJ028317,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_plumbea,AY115408,NA,AY115442,NA,NA,NA,NA,NA,NA,NA
Sporophila_ruficollis,AF489896,FJ028320,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_schistacea,EF529976,NA,AF290112,NA,NA,NA,NA,NA,NA,NA
Sporophila_telasco,AY387443,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_torqueola,EU442351,EU442328 ,NA,NA,NA,NA,NA,NA,NA,NA
Sporopipes_frontalis,NA,NA,AF407034,NA,NA,NA,NA,NA,NA,NA
Spreo_albicapillus,NA,EF484171,EF468141,NA,NA,EF468279,EF471798,NA,NA,NA
Spreo_bicolor,NA,EF484173,DQ466879,NA,DQ466806,EF468281,EF471800,NA,DQ466841,NA
Spreo_fischeri,NA,EF484145,DQ466880,NA,DQ466807,EF468256,EF471775,NA,DQ466842,NA
Stachyris_ambigua,NA,NA,NA,NA,NA,NA,NA,GU724423,GU724449,GU724499
Stachyris_capitalis,NA,NA,FJ460791,FJ460859,NA,NA,NA,NA,NA,NA
Stachyris_chrysaea,DQ837527,NA,NA,DQ837506,FJ358134,NA,NA,FJ357899,FJ357968,FJ358068
Stachyris_dennistouni,AF376884,NA,FJ460787,FJ460855,NA,NA,NA,NA,NA,NA
Stachyris_erythroptera,NA,NA,FJ460771,FJ460839,NA,NA,NA,NA,NA,NA
Stachyris_hypogrammica,NA,NA,FJ460788,FJ460856,NA,NA,NA,NA,NA,NA
Stachyris_latistriata,NA,NA,FJ460790,FJ460858,NA,NA,NA,NA,NA,NA
Stachyris_nigriceps,DQ008485,NA,DQ125992,DQ837495,AY228037,EU680688,NA,NA,AY228321,EU680767
Stachyris_plateni,NA,NA,DQ402187,DQ402246,NA,NA,DQ402307 (reversed),NA,NA,NA
Stachyris_poliocephala,AY847061,NA,HQ011180,NA,NA,NA,NA,NA,NA,NA
Stachyris_ruficeps,DQ092876,EU447061,NA,DQ837505,EU447152,NA,NA,GU724351,GU724454,GU724508
Stachyris_rufifrons,AF376887,NA,DQ861940,NA,NA,NA,NA,NA,NA,NA
Stachyris_striata,AF376888,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stachyris_striolata,NA,NA,NA,NA,FJ358136,NA,NA,FJ357901,FJ357970,FJ358070
Stachyris_whiteheadi,AY124542,NA,NA,DQ328504,FJ358137,NA,NA,NA,FJ357971,FJ358071
Stactolaema_leucotis,AY279277,NA,NA,NA,NA,NA,AY279234 - beta fibrinogen intron 7,NA,NA,NA
Stactolaema_olivacea,AY279279,NA,NA,NA,AF294684,NA,AY279235 - beta fibrinogen intron 7,NA,AY165822,NA
Stactolaema_whytii,AY279280,NA,NA,NA,NA,NA,AY279236 - beta fibrinogen intron 7,NA,NA,NA
Stagonopleura_guttata,EU423976,NA,AY323594,NA,NA,NA,NA,NA,NA,NA
Steganopus_tricolor,AY894240,AY666195,AY894189,NA,AY228778,NA,AY695184,NA,NA,NA
Stelgidopteryx_ruficollis,AF074589,NA,AY826012,NA,NA,NA,AY827411 - beta-fibrinogen intron 7,NA,NA,NA
Stelgidopteryx_serripennis,AY825955,DQ434770,AY826011,NA,AY320002,NA,AY827410 - beta-fibrinogen intron 7,NA,NA,NA
Stellula_calliope,NA,DQ434142,NA,NA,NA,NA,EU042428 extraction (reversed),NA,NA,NA
Stenostira_scita,NA,NA,DQ125993,NA,AY799823,EU680689,NA,GQ369629,DQ125970,EU680768
Stephanoaetus_coronatus,AJ604511,NA,AY987100,NA,EF078762,NA,AY987194 - intron 7,NA,NA,NA
Stephanophorus_diadematus,EU647992,NA,EU648053,NA,NA,NA,NA,NA,NA,NA
Stephanoxis_lalandi,NA,FJ028323,GU167250,NA,NA,NA,GU167139 - Bfib intron 7,NA,NA,GU167078
Stercorarius_longicaudus,U76823,EU525511,EF373267,NA,EF373208,NA,NA,FM210021,NA,NA
Stercorarius_parasiticus,U76827,EU525514,NA,NA,NA,NA,NA,NA,NA,NA
Stercorarius_pomarinus,U76819,DQ434148,NA,NA,AY339122,NA,AY695195,FM210022,AY339095,NA
Sterna_albifrons,AY631294,EU525522,AY631366,NA,NA,NA,NA,NA,NA,NA
Sterna_albostriata,AY631295,NA,AY631367,NA,NA,NA,NA,NA,NA,NA
Sterna_aleutica,AY631319,DQ434154,AY631391,NA,NA,NA,NA,NA,NA,NA
Sterna_anaethetus,AY631296,DQ433203,AY631368,NA,NA,NA,NA,NA,NA,NA
Sterna_antillarum,AY631297,DQ433206,AY631369,NA,NA,NA,AY695190,NA,NA,NA
Sterna_bengalensis,AY631298,NA,AY631370,NA,NA,NA,NA,NA,NA,NA
